500124, 20111128, 1550.00, 1563.90, 1541.00, 1551.10, 30125, DR.REDDY'S  ,15890.80,16186.68,15888.28,16167.13
500124, 20111129, 1549.50, 1598.50, 1549.50, 1590.05, 18499, DR.REDDY'S  ,16210.37,16210.37,15952.54,16008.34
500124, 20111130, 1588.00, 1590.00, 1564.00, 1574.70, 11118, DR.REDDY'S  ,15868.96,16179.56,15849.57,16123.46
500124, 20111201, 1590.00, 1591.35, 1536.10, 1545.40, 209671, DR.REDDY'S  ,16555.93,16718.11,16430.61,16483.45
500124, 20111202, 1540.00, 1585.95, 1530.75, 1578.75, 24432, DR.REDDY'S  ,16493.98,16888.84,16428.66,16846.83
500124, 20111205, 1566.60, 1585.00, 1554.60, 1579.70, 11813, DR.REDDY'S  ,16812.30,16863.10,16691.21,16805.33
500124, 20111207, 1579.70, 1602.40, 1535.00, 1544.00, 49594, DR.REDDY'S  ,16830.04,17003.71,16781.62,16877.06
500124, 20111208, 1564.00, 1566.80, 1539.25, 1558.85, 19947, DR.REDDY'S  ,16819.74,16847.82,16421.55,16488.24
500124, 20111209, 1535.10, 1594.90, 1535.10, 1568.10, 29189, DR.REDDY'S  ,16258.44,16382.57,16142.32,16213.46
500124, 20111212, 1570.20, 1582.95, 1551.00, 1569.60, 22851, DR.REDDY'S  ,16354.96,16360.32,15839.96,15870.35
500124, 20111213, 1579.00, 1615.00, 1574.55, 1600.85, 56526, DR.REDDY'S  ,15778.62,16079.38,15771.59,16002.51
500124, 20111214, 1601.00, 1614.70, 1561.00, 1581.65, 15424, DR.REDDY'S  ,15963.75,16133.41,15855.12,15881.14
500124, 20111215, 1573.00, 1591.00, 1571.90, 1586.25, 10120, DR.REDDY'S  ,15739.05,15908.02,15596.22,15836.47
500124, 20111216, 1583.60, 1635.00, 1583.60, 1606.20, 24899, DR.REDDY'S  ,15868.78,16068.90,15425.20,15491.35
500124, 20111219, 1595.00, 1604.00, 1565.00, 1586.65, 16742, DR.REDDY'S  ,15440.10,15440.10,15190.74,15379.34
500124, 20111220, 1590.00, 1596.10, 1565.00, 1570.50, 6211, DR.REDDY'S  ,15436.12,15448.13,15135.86,15175.08
500124, 20111221, 1575.00, 1584.00, 1552.30, 1565.45, 10895, DR.REDDY'S  ,15487.75,15727.31,15377.04,15685.21
500124, 20111222, 1554.00, 1580.10, 1550.00, 1573.15, 14881, DR.REDDY'S  ,15546.66,15834.63,15472.70,15813.36
500124, 20111223, 1565.00, 1602.00, 1565.00, 1589.80, 9777, DR.REDDY'S  ,15863.43,15911.23,15671.28,15738.70
500124, 20111226, 1619.00, 1619.00, 1575.10, 1584.75, 6770, DR.REDDY'S  ,15782.17,15998.44,15761.18,15970.75
500124, 20111227, 1585.00, 1590.00, 1576.55, 1580.90, 3990, DR.REDDY'S  ,15983.98,16049.12,15799.63,15873.95
500124, 20111228, 1589.00, 1589.00, 1557.00, 1565.90, 4440, DR.REDDY'S  ,15854.36,15887.80,15666.46,15727.85
500124, 20111229, 1551.00, 1582.00, 1551.00, 1568.25, 11251, DR.REDDY'S  ,15658.94,15724.60,15515.44,15543.93
500124, 20111230, 1575.70, 1590.00, 1565.00, 1577.95, 35183, DR.REDDY'S  ,15583.55,15694.05,15406.93,15454.92
500124, 20120102, 1570.15, 1588.00, 1565.00, 1567.20, 2060, DR.REDDY'S  ,15534.67,15542.85,15358.02,15517.92
500124, 20120103, 1577.35, 1610.00, 1577.35, 1605.65, 8496, DR.REDDY'S  ,15640.56,15970.31,15640.56,15939.36
500124, 20120104, 1610.00, 1611.00, 1577.30, 1591.70, 7727, DR.REDDY'S  ,15967.49,16004.69,15822.32,15882.64
500124, 20120105, 1590.00, 1593.50, 1575.10, 1581.90, 3656, DR.REDDY'S  ,15893.07,15980.17,15809.31,15857.08
500124, 20120106, 1573.50, 1618.00, 1570.00, 1601.40, 12259, DR.REDDY'S  ,15789.08,16001.31,15664.91,15867.73
