500875, 20111128, 194.30, 198.75, 193.30, 196.65, 1465029, ITC LTD.    ,15890.80,16186.68,15888.28,16167.13
500875, 20111129, 197.00, 198.45, 195.60, 197.85, 285294, ITC LTD.    ,16210.37,16210.37,15952.54,16008.34
500875, 20111130, 197.20, 201.45, 196.50, 200.70, 340497, ITC LTD.    ,15868.96,16179.56,15849.57,16123.46
500875, 20111201, 204.75, 205.55, 203.00, 203.60, 242425, ITC LTD.    ,16555.93,16718.11,16430.61,16483.45
500875, 20111202, 203.60, 207.00, 202.40, 206.40, 8747729, ITC LTD.    ,16493.98,16888.84,16428.66,16846.83
500875, 20111205, 205.75, 207.60, 202.90, 204.05, 142231, ITC LTD.    ,16812.30,16863.10,16691.21,16805.33
500875, 20111207, 204.25, 208.00, 204.05, 205.10, 252988, ITC LTD.    ,16830.04,17003.71,16781.62,16877.06
500875, 20111208, 205.00, 206.30, 196.85, 198.75, 428674, ITC LTD.    ,16819.74,16847.82,16421.55,16488.24
500875, 20111209, 197.70, 198.80, 194.70, 196.95, 234440, ITC LTD.    ,16258.44,16382.57,16142.32,16213.46
500875, 20111212, 199.30, 199.30, 195.00, 195.90, 659179, ITC LTD.    ,16354.96,16360.32,15839.96,15870.35
500875, 20111213, 195.10, 198.50, 195.10, 197.35, 789000, ITC LTD.    ,15778.62,16079.38,15771.59,16002.51
500875, 20111214, 197.05, 201.35, 197.00, 199.65, 349740, ITC LTD.    ,15963.75,16133.41,15855.12,15881.14
500875, 20111215, 198.00, 201.30, 197.60, 199.55, 291654, ITC LTD.    ,15739.05,15908.02,15596.22,15836.47
500875, 20111216, 198.60, 203.35, 194.20, 195.50, 272547, ITC LTD.    ,15868.78,16068.90,15425.20,15491.35
500875, 20111219, 195.90, 197.70, 192.25, 197.35, 267358, ITC LTD.    ,15440.10,15440.10,15190.74,15379.34
500875, 20111220, 198.05, 200.80, 198.05, 199.55, 715905, ITC LTD.    ,15436.12,15448.13,15135.86,15175.08
500875, 20111221, 201.20, 202.95, 199.35, 202.10, 686851, ITC LTD.    ,15487.75,15727.31,15377.04,15685.21
500875, 20111222, 203.85, 204.00, 201.35, 203.75, 261181, ITC LTD.    ,15546.66,15834.63,15472.70,15813.36
500875, 20111223, 203.80, 204.90, 202.30, 203.90, 165835, ITC LTD.    ,15863.43,15911.23,15671.28,15738.70
500875, 20111226, 203.90, 205.85, 203.00, 204.75, 229858, ITC LTD.    ,15782.17,15998.44,15761.18,15970.75
500875, 20111227, 205.00, 206.00, 202.50, 204.65, 217022, ITC LTD.    ,15983.98,16049.12,15799.63,15873.95
500875, 20111228, 205.30, 205.30, 200.70, 202.15, 93878, ITC LTD.    ,15854.36,15887.80,15666.46,15727.85
500875, 20111229, 202.50, 203.35, 200.05, 200.95, 87402, ITC LTD.    ,15658.94,15724.60,15515.44,15543.93
500875, 20111230, 201.20, 203.05, 200.15, 201.30, 116265, ITC LTD.    ,15583.55,15694.05,15406.93,15454.92
500875, 20120102, 203.00, 203.00, 197.85, 198.40, 169887, ITC LTD.    ,15534.67,15542.85,15358.02,15517.92
500875, 20120103, 200.00, 201.50, 198.00, 200.15, 92790, ITC LTD.    ,15640.56,15970.31,15640.56,15939.36
500875, 20120104, 200.20, 200.80, 198.40, 199.50, 117515, ITC LTD.    ,15967.49,16004.69,15822.32,15882.64
500875, 20120105, 200.55, 200.55, 197.70, 199.65, 259043, ITC LTD.    ,15893.07,15980.17,15809.31,15857.08
500875, 20120106, 199.90, 203.00, 198.35, 202.10, 232757, ITC LTD.    ,15789.08,16001.31,15664.91,15867.73
500875, 20120107, 202.50, 202.50, 201.30, 201.60, 13916, ITC LTD.    ,15893.30,15900.30,15835.29,15848.80
500875, 20120109, 201.75, 202.15, 199.80, 201.50, 143982, ITC LTD.    ,15840.22,15871.51,15678.30,15814.72
500875, 20120110, 202.50, 205.60, 202.00, 205.00, 197233, ITC LTD.    ,15898.32,16180.97,15898.32,16165.09
500875, 20120111, 205.30, 205.40, 202.70, 203.15, 201110, ITC LTD.    ,16222.37,16244.70,16127.77,16175.86
500875, 20120112, 203.00, 205.00, 202.55, 204.45, 219216, ITC LTD.    ,16117.19,16178.58,15962.59,16037.51
500875, 20120113, 205.00, 207.45, 204.35, 206.75, 334045, ITC LTD.    ,16144.57,16257.34,16049.78,16154.62
500875, 20120116, 206.45, 209.70, 206.45, 209.10, 346004, ITC LTD.    ,16086.74,16214.36,16037.60,16189.36
500875, 20120117, 208.60, 210.00, 206.65, 208.30, 296105, ITC LTD.    ,16270.87,16501.38,16270.87,16466.05
500875, 20120118, 207.50, 210.00, 207.00, 209.35, 588982, ITC LTD.    ,16502.42,16517.96,16384.48,16451.47
500875, 20120119, 209.50, 211.00, 208.00, 208.85, 317503, ITC LTD.    ,16573.87,16662.06,16572.10,16643.74
500875, 20120120, 210.00, 211.40, 200.05, 201.35, 1657751, ITC LTD.    ,16745.01,16788.48,16611.71,16739.01
500875, 20120123, 202.00, 204.95, 198.50, 204.25, 500361, ITC LTD.    ,16667.02,16784.00,16659.32,16751.73
500875, 20120124, 205.10, 207.00, 204.25, 205.40, 624763, ITC LTD.    ,16806.72,17050.32,16770.01,16995.77
500875, 20120125, 206.50, 207.00, 204.60, 206.10, 225223, ITC LTD.    ,17068.85,17130.24,17016.69,17077.18
500875, 20120127, 206.00, 207.10, 200.20, 202.05, 267193, ITC LTD.    ,17201.33,17258.97,17106.57,17233.98
500875, 20120130, 202.90, 203.55, 199.75, 200.95, 328318, ITC LTD.    ,17138.04,17138.04,16828.33,16863.30
500875, 20120131, 202.00, 204.70, 201.50, 203.35, 486619, ITC LTD.    ,16965.58,17238.99,16965.58,17193.55
500875, 20120201, 204.00, 204.00, 200.30, 201.55, 409871, ITC LTD.    ,17179.64,17327.21,17061.55,17300.58
500875, 20120202, 203.40, 203.40, 198.20, 198.80, 903915, ITC LTD.    ,17438.07,17504.25,17308.28,17431.85
