500820, 20111128, 2997.00, 3024.90, 2935.00, 2947.05, 2009, ASIAN PAINTS,15890.80,16186.68,15888.28,16167.13
500820, 20111129, 2951.90, 2970.00, 2901.20, 2924.50, 3101, ASIAN PAINTS,16210.37,16210.37,15952.54,16008.34
500820, 20111130, 2905.00, 2944.65, 2865.00, 2881.00, 6394, ASIAN PAINTS,15868.96,16179.56,15849.57,16123.46
500820, 20111201, 2890.05, 2965.00, 2764.50, 2799.35, 11710, ASIAN PAINTS,16555.93,16718.11,16430.61,16483.45
500820, 20111202, 2800.15, 2874.00, 2766.05, 2855.70, 8088, ASIAN PAINTS,16493.98,16888.84,16428.66,16846.83
500820, 20111205, 2857.00, 2889.00, 2840.05, 2850.65, 15966, ASIAN PAINTS,16812.30,16863.10,16691.21,16805.33
500820, 20111207, 2874.00, 2879.50, 2848.00, 2856.40, 16428, ASIAN PAINTS,16830.04,17003.71,16781.62,16877.06
500820, 20111208, 2841.00, 2870.00, 2821.05, 2835.75, 8631, ASIAN PAINTS,16819.74,16847.82,16421.55,16488.24
500820, 20111209, 2830.00, 2860.00, 2817.10, 2832.35, 6697, ASIAN PAINTS,16258.44,16382.57,16142.32,16213.46
500820, 20111212, 2855.00, 2859.95, 2791.40, 2829.80, 4684, ASIAN PAINTS,16354.96,16360.32,15839.96,15870.35
500820, 20111213, 2820.00, 2859.00, 2782.70, 2805.75, 13078, ASIAN PAINTS,15778.62,16079.38,15771.59,16002.51
500820, 20111214, 2806.00, 2848.00, 2745.60, 2782.45, 12108, ASIAN PAINTS,15963.75,16133.41,15855.12,15881.14
500820, 20111215, 2779.00, 2799.00, 2755.00, 2780.05, 3804, ASIAN PAINTS,15739.05,15908.02,15596.22,15836.47
500820, 20111216, 2780.00, 2783.50, 2695.00, 2706.60, 6988, ASIAN PAINTS,15868.78,16068.90,15425.20,15491.35
500820, 20111219, 2706.60, 2706.60, 2604.20, 2649.55, 50486, ASIAN PAINTS,15440.10,15440.10,15190.74,15379.34
500820, 20111220, 2677.90, 2699.25, 2636.00, 2644.40, 3571, ASIAN PAINTS,15436.12,15448.13,15135.86,15175.08
500820, 20111221, 2677.90, 2708.00, 2654.00, 2684.00, 19959, ASIAN PAINTS,15487.75,15727.31,15377.04,15685.21
500820, 20111222, 2680.00, 2774.95, 2657.50, 2747.95, 4154, ASIAN PAINTS,15546.66,15834.63,15472.70,15813.36
500820, 20111223, 2745.00, 2769.90, 2650.00, 2666.45, 5613, ASIAN PAINTS,15863.43,15911.23,15671.28,15738.70
500820, 20111226, 2670.00, 2695.00, 2645.05, 2666.20, 3306, ASIAN PAINTS,15782.17,15998.44,15761.18,15970.75
500820, 20111227, 2615.20, 2692.00, 2615.20, 2665.50, 2261, ASIAN PAINTS,15983.98,16049.12,15799.63,15873.95
500820, 20111228, 2680.00, 2700.00, 2551.05, 2599.00, 6261, ASIAN PAINTS,15854.36,15887.80,15666.46,15727.85
500820, 20111229, 2610.00, 2640.00, 2565.00, 2620.25, 9767, ASIAN PAINTS,15658.94,15724.60,15515.44,15543.93
500820, 20111230, 2600.05, 2731.80, 2575.05, 2594.95, 2943, ASIAN PAINTS,15583.55,15694.05,15406.93,15454.92
500820, 20120102, 2580.00, 2609.00, 2555.90, 2593.10, 2455, ASIAN PAINTS,15534.67,15542.85,15358.02,15517.92
